text,text_tfidf,text_bert,time,prob_fear,prob_neutral,prob_greed,pred_label
"내가 들은 정보로는 삼성 앤디비아 HBM 계약체결 되었다
발표는 7월말 발표
그래서 나는 어제 삼성 매수",내가 들은 정보로는 삼성 앤디비아 HBM 계약체결 되었다 발표는 7월말 발표 그래서 나는 어제 삼성 매수,내가 들은 정보로는 삼성 앤디비아 HBM 계약체결 되었다 발표는 7월말 발표 그래서 나는 어제 삼성 매수,2024-07-27T11:48:13+09:00,0.2437,0.3671,0.3892,2
삼성도 결국엔 노키아 따라가겠구나,삼성도 결국엔 노키아 따라가겠구나,삼성도 결국엔 노키아 따라가겠구나,2025-03-01T21:52:41+09:00,0.1643,0.7623,0.0734,1
이 집 시간외단일가 원래 이런가요?ㅋㅋㅋㅋㅋ,이 집 시간외단일가 원래 이런가요,이 집 시간외단일가 원래 이런가요?ㅋㅋㅋㅋㅋ,2024-05-27T17:51:21+09:00,0.1112,0.8194,0.0695,1
궁금하네요,궁금하네요,궁금하네요,2024-12-09T13:21:59+09:00,0.0313,0.9539,0.0148,1
엥?  어제랑 또 틀리노,엥 어제랑 또 틀리노,엥? 어제랑 또 틀리노,2024-11-15T10:36:34+09:00,0.0623,0.8929,0.0449,1
드디어팔았네 져가튼거,드디어팔았네 져가튼거,드디어팔았네 져가튼거,2025-02-14T11:30:54+09:00,0.2174,0.6513,0.1313,1
이야 이걸 사는 사람이 있구나....,이야 이걸 사는 사람이 있구나,이야 이걸 사는 사람이 있구나....,2025-01-24T11:56:16+09:00,0.0815,0.8767,0.0418,1
"나보다 36.8프로 윗 층 있어서 

ㅋㅋ. ㅡㅡㅡ. 

결론 63.2프로 아랫 층 이라서

7만 찍는 것도 쉽지 않을듯

5자 찍히고 나면 상황보고  슬적 물 한번만 더 타야지 

ㅡㅡㅡ",나보다 368프로 윗 층 있어서 결론 632프로 아랫 층 이라서 7만 찍는 것도 쉽지 않을듯 5자 찍히고 나면 상황보고 슬적 물 한번만 더 타야지,나보다 36.8프로 윗 층 있어서 ㅋㅋ. ㅡㅡㅡ. 결론 63.2프로 아랫 층 이라서 7만 찍는 것도 쉽지 않을듯 5자 찍히고 나면 상황보고 슬적 물 한번만 더 타야지 ㅡㅡㅡ,2024-10-04T15:29:00+09:00,0.1485,0.7027,0.1488,1
86 버려 ~치워버려 그래야올라간다. 9만,86 버려 치워버려 그래야올라간다 9만,86 버려 치워버려 그래야올라간다. 9만,2024-07-05T09:46:07+09:00,0.1706,0.3999,0.4295,2
"53.000원지켜줘 .
52.000원대로 내려가는건 영 불안하다",53000원지켜줘 52000원대로 내려가는건 영 불안하다,53.000원지켜줘 . 52.000원대로 내려가는건 영 불안하다,2024-12-09T15:18:16+09:00,0.1383,0.7018,0.1599,1
곧 간다,곧 간다,곧 간다,2024-11-18T13:19:23+09:00,0.0441,0.3478,0.6081,2
!,,!,2024-12-12T10:54:26+09:00,0.0269,0.9581,0.015,1
오늘도,오늘도,오늘도,2024-10-30T08:20:04+09:00,0.0475,0.9338,0.0187,1
출발인가? 마지막 탈출 기회인가?,출발인가 마지막 탈출 기회인가,출발인가? 마지막 탈출 기회인가?,2024-09-26T09:21:29+09:00,0.1251,0.59,0.2849,1
가즈아,가즈아,가즈아,2025-02-10T14:55:08+09:00,0.0292,0.0813,0.8895,2
밥을 안먹어도 배가 불러요. 우리 귀한 삼쪽이덕분에 ^^,밥을 안먹어도 배가 불러요 우리 귀한 삼쪽이덕분에,밥을 안먹어도 배가 불러요. 우리 귀한 삼쪽이덕분에,2025-03-21T13:33:05+09:00,0.0682,0.8986,0.0331,1
와…,와,와,2024-09-04T15:40:25+09:00,0.0307,0.9521,0.0172,1
20주뿐이었지만 좀만 참고 둘걸........ 에라이,20주뿐이었지만 좀만 참고 둘걸 에라이,20주뿐이었지만 좀만 참고 둘걸........ 에라이,2025-02-20T17:51:37+09:00,0.0547,0.9276,0.0177,1
매번 뻔한 모오습,매번 뻔한 모오습,매번 뻔한 모오습,2025-02-11T12:13:42+09:00,0.0852,0.8801,0.0347,1
단타,단타,단타,2024-03-13T10:20:40+09:00,0.0294,0.9394,0.0313,1
775때 분할 매도 하지말걸 🥺,775때 분할 매도 하지말걸,775때 분할 매도 하지말걸,2024-01-02T14:25:55+09:00,0.3245,0.527,0.1485,1
어제 삼성 모니터 샀는데 오른다,어제 삼성 모니터 샀는데 오른다,어제 삼성 모니터 샀는데 오른다,2024-11-22T09:52:50+09:00,0.164,0.6624,0.1735,1
"몇 개 안 되니까 85까지 가보자구. 삼전님! 안 가면 배당금 받고, 근데 배당금 너무 적게 주네 삼전님 배당금 좀 쬐금 더 주면 더 많이 가져볼건데 어때요. 연말 깜짝 선물 배당금요ㅎㅎㅎ",몇 개 안 되니까 85까지 가보자구 삼전님 안 가면 배당금 받고 근데 배당금 너무 적게 주네 삼전님 배당금 좀 쬐금 더 주면 더 많이 가져볼건데 어때요 연말 깜짝 선물 배당금요,"몇 개 안 되니까 85까지 가보자구. 삼전님! 안 가면 배당금 받고, 근데 배당금 너무 적게 주네 삼전님 배당금 좀 쬐금 더 주면 더 많이 가져볼건데 어때요. 연말 깜짝 선물 배당금요ㅎㅎㅎ",2023-12-15T14:55:08+09:00,0.1418,0.5326,0.3257,1
외국인 매수해서 오늘 기대했는데ㅠ,외국인 매수해서 오늘 기대했는데,외국인 매수해서 오늘 기대했는데ㅠ,2024-12-19T08:56:42+09:00,0.2767,0.1368,0.5865,2
떡볶이만 먹으러 따라다니다  이모양,떡볶이만 먹으러 따라다니다 이모양,떡볶이만 먹으러 따라다니다 이모양,2024-11-07T08:02:58+09:00,0.1192,0.8361,0.0447,1
삼전 특배 굳굳,삼전 특배 굳굳,삼전 특배 굳굳,2023-10-10T03:26:41+09:00,0.0627,0.5782,0.3591,1
이제부터 투자하려는데 안늦었을까요?,이제부터 투자하려는데 안늦었을까요,이제부터 투자하려는데 안늦었을까요?,2024-03-04T15:35:24+09:00,0.1463,0.8039,0.0497,1
삼성 망해라,삼성 망해라,삼성 망해라,2024-11-05T13:50:19+09:00,0.1249,0.7784,0.0967,1
기관들어왔다,기관들어왔다,기관들어왔다,2024-11-21T13:31:01+09:00,0.0573,0.8735,0.0692,1
겨우탈출…,겨우탈출,겨우탈출,2025-03-20T09:50:23+09:00,0.1125,0.8343,0.0532,1
가즈아 상승,가즈아 상승,가즈아 상승,2024-02-05T10:55:56+09:00,0.0642,0.0512,0.8846,2
외국인 맞죠? 외계인 아니죠?,외국인 맞죠 외계인 아니죠,외국인 맞죠? 외계인 아니죠?,2024-10-23T14:42:35+09:00,0.0667,0.8971,0.0362,1
힝...속았지~,힝속았지,힝...속았지,2024-09-05T09:55:17+09:00,0.1203,0.8386,0.041,1
더도안바란다,더도안바란다,더도안바란다,2025-01-08T10:34:37+09:00,0.0431,0.9256,0.0313,1
평단 63600 흠 좀미울라고하는데 삼전,평단 63600 흠 좀미울라고하는데 삼전,평단 63600 흠 좀미울라고하는데 삼전,2024-09-30T16:38:55+09:00,0.0656,0.8726,0.0618,1
미장해서 달러벌고 세금내서 애국합시다.,미장해서 달러벌고 세금내서 애국합시다,미장해서 달러벌고 세금내서 애국합시다.,2024-11-12T15:59:17+09:00,0.1123,0.7399,0.1478,1
왜 5만원일때 안사던 사람들이 7만원 대니까 살라하우 ㄹㅇㅋㅋ,왜 5만원일때 안사던 사람들이 7만원 대니까 살라하우,왜 5만원일때 안사던 사람들이 7만원 대니까 살라하우 ㄹㅇㅋㅋ,2023-05-30T12:55:55+09:00,0.1501,0.7932,0.0566,1
개씨레기잡주~~~,개씨레기잡주,개씨레기잡주,2024-07-12T10:12:51+09:00,0.1614,0.7981,0.0406,1
여태 물린사람 8만되면 엄청 팔겠군..,여태 물린사람 8만되면 엄청 팔겠군,여태 물린사람 8만되면 엄청 팔겠군..,2024-01-02T10:25:38+09:00,0.2142,0.6861,0.0997,1
7분할 중 두번째 진입!,7분할 중 두번째 진입,7분할 중 두번째 진입!,2024-10-25T10:26:04+09:00,0.0664,0.791,0.1427,1
도대체 뭐가 두려움 ㅋㅋㅋ미장에 담금질좀 하고 와야할듯 어닝서프인데 말이되냐 이게,도대체 뭐가 두려움 미장에 담금질좀 하고 와야할듯 어닝서프인데 말이되냐 이게,도대체 뭐가 두려움 ㅋㅋㅋ미장에 담금질좀 하고 와야할듯 어닝서프인데 말이되냐 이게,2024-07-05T10:17:51+09:00,0.1139,0.8235,0.0627,1
삼전빼고 다 나락가는중이네. 삼전으로 돈이 몰리나?,삼전빼고 다 나락가는중이네 삼전으로 돈이 몰리나,삼전빼고 다 나락가는중이네. 삼전으로 돈이 몰리나?,2024-10-29T11:01:55+09:00,0.2856,0.3906,0.3239,1
참네 ㅋ 내가 사믄 내려가뿟노,참네 내가 사믄 내려가뿟노,참네 ㅋ 내가 사믄 내려가뿟노,2024-01-04T09:32:42+09:00,0.14,0.7609,0.0991,1
다시 하락각,다시 하락각,다시 하락각,2024-11-14T10:19:31+09:00,0.3446,0.2062,0.4492,2
안깝치고 미국주식하겠습니다,안깝치고 미국주식하겠습니다,안깝치고 미국주식하겠습니다,2024-11-15T11:59:37+09:00,0.1057,0.8499,0.0444,1
가즈아~~,가즈아,가즈아,2024-03-21T09:25:40+09:00,0.0292,0.0813,0.8895,2
이젠 32323232구나;;;,이젠 32323232구나,이젠 32323232구나,2024-10-18T13:08:00+09:00,0.0578,0.9037,0.0384,1
삼전도 하락장은 피할수 없네요ㅠㅠ,삼전도 하락장은 피할수 없네요,삼전도 하락장은 피할수 없네요ㅠㅠ,2024-08-06T18:23:35+09:00,0.3458,0.2247,0.4294,2
"삼전이 경쟁력에서
밀리는 분야는 어딜까요?

그것이 주가 에
얼마나  영향을 줄지
궁금해서요",삼전이 경쟁력에서 밀리는 분야는 어딜까요 그것이 주가 에 얼마나 영향을 줄지 궁금해서요,삼전이 경쟁력에서 밀리는 분야는 어딜까요? 그것이 주가 에 얼마나 영향을 줄지 궁금해서요,2024-07-05T18:21:10+09:00,0.223,0.6389,0.138,1
도대체 몇일째 떨어지냐 선택을 잘 못 한거같어  누구탓애 ㅠㅠ,도대체 몇일째 떨어지냐 선택을 잘 못 한거같어 누구탓애,도대체 몇일째 떨어지냐 선택을 잘 못 한거같어 누구탓애 ㅠㅠ,2024-05-17T10:32:01+09:00,0.2598,0.618,0.1222,1
"갖고있을 수록 무지성으로 9만까지는 홀드하고 싶네
왜지…",갖고있을 수록 무지성으로 9만까지는 홀드하고 싶네 왜지,갖고있을 수록 무지성으로 9만까지는 홀드하고 싶네 왜지,2024-06-14T13:17:46+09:00,0.0917,0.8603,0.0481,1
한번은 오른다 약간 손해보고 미장 넘어가던가 존버하던가..,한번은 오른다 약간 손해보고 미장 넘어가던가 존버하던가,한번은 오른다 약간 손해보고 미장 넘어가던가 존버하던가..,2024-11-08T15:00:56+09:00,0.3199,0.227,0.4531,2
올라타라,올라타라,올라타라,2024-09-11T09:15:40+09:00,0.0773,0.1343,0.7884,2
"오늘도 2천원 빼겠지 
5만 천에 정찰보냄",오늘도 2천원 빼겠지 5만 천에 정찰보냄,오늘도 2천원 빼겠지 5만 천에 정찰보냄,2024-11-13T09:18:45+09:00,0.092,0.8284,0.0796,1
오늘까지니 참고하세요 이미지보여주면 됨,오늘까지니 참고하세요 이미지보여주면 됨,오늘까지니 참고하세요 이미지보여주면 됨,2024-10-31T13:11:37+09:00,0.0548,0.8553,0.0899,1
꺄 평단7.2인데 아주좋아요,꺄 평단72인데 아주좋아요,꺄 평단7.2인데 아주좋아요,2023-11-15T09:26:56+09:00,0.0567,0.7953,0.148,1
이 찌라시 덕분인가 보군,이 찌라시 덕분인가 보군,이 찌라시 덕분인가 보군,2024-10-28T10:19:15+09:00,0.0817,0.8511,0.0673,1
가격이 왜 이러냐? 내가 사고 나니 1만원이 더 떨어졌네 아~~진짜,가격이 왜 이러냐 내가 사고 나니 1만원이 더 떨어졌네 아진짜,가격이 왜 이러냐? 내가 사고 나니 1만원이 더 떨어졌네 아진짜,2024-09-11T10:03:59+09:00,0.257,0.6067,0.1364,1
언제쯤 10만 전자를 볼 수 있을까 한 10년 기다려야 하나,언제쯤 10만 전자를 볼 수 있을까 한 10년 기다려야 하나,언제쯤 10만 전자를 볼 수 있을까 한 10년 기다려야 하나,2024-05-30T10:25:36+09:00,0.0655,0.8867,0.0478,1
고맙다 싸게사간다,고맙다 싸게사간다,고맙다 싸게사간다,2025-02-04T09:39:45+09:00,0.0875,0.2592,0.6533,2
"도준아 무섭데이~ 
버거형들 왜캐 사는거데이?
이러다  다~~~~",도준아 무섭데이 버거형들 왜캐 사는거데이 이러다 다,도준아 무섭데이 버거형들 왜캐 사는거데이? 이러다 다,2024-10-14T09:11:11+09:00,0.0899,0.876,0.0341,1
상승이라고 상승이라고사요ㅡㅇ잏흐소상승이라고상교ㅡㅇ리하고 제발 좀 믿어,상승이라고 상승이라고사요잏흐소상승이라고상교리하고 제발 좀 믿어,상승이라고 상승이라고사요ㅡㅇ잏흐소상승이라고상교ㅡㅇ리하고 제발 좀 믿어,2025-02-04T09:44:43+09:00,0.2535,0.3483,0.3983,2
"7만에서내려오지말랬지!!!!
언능올라가!!!",7만에서내려오지말랬지 언능올라가,7만에서내려오지말랬지!!!! 언능올라가!!!,2023-10-19T11:45:22+09:00,0.1042,0.1867,0.7091,2
외인들어온다. 빨리도망쳐,외인들어온다 빨리도망쳐,외인들어온다. 빨리도망쳐,2024-11-19T09:31:44+09:00,0.3444,0.5663,0.0893,1
비실비실 거리노,비실비실 거리노,비실비실 거리노,2024-09-20T12:39:04+09:00,0.0547,0.9231,0.0221,1
이런돌았나,이런돌았나,이런돌았나,2024-10-17T10:40:34+09:00,0.1032,0.8635,0.0333,1
오늘은 8만 맛만 보여주고. ..,오늘은 8만 맛만 보여주고,오늘은 8만 맛만 보여주고. ..,2024-03-26T10:37:52+09:00,0.0463,0.9092,0.0445,1
삼성은 믿는다 ㅎㅎ하하…,삼성은 믿는다 하하,삼성은 믿는다 ㅎㅎ하하,2024-05-03T19:28:47+09:00,0.0375,0.9129,0.0496,1
삼전 모으기 운동 ㄷㄷㄷ,삼전 모으기 운동,삼전 모으기 운동 ㄷㄷㄷ,2024-11-14T16:57:23+09:00,0.0579,0.6953,0.2468,1
영차,영차,영차,2024-04-24T09:16:50+09:00,0.0379,0.835,0.1272,1
한달안에 가겠지?,한달안에 가겠지,한달안에 가겠지?,2024-06-10T15:43:28+09:00,0.0394,0.9226,0.038,1
미쳤다... 이렇게 싼것도 처음 보는데 오바긴 하네..,미쳤다 이렇게 싼것도 처음 보는데 오바긴 하네,미쳤다... 이렇게 싼것도 처음 보는데 오바긴 하네..,2024-11-13T10:06:21+09:00,0.0913,0.862,0.0467,1
"오늘샀는데..
올라가주라...",오늘샀는데 올라가주라,오늘샀는데.. 올라가주라...,2023-08-08T20:35:57+09:00,0.1021,0.2515,0.6464,2
뭔가 코스피빨간불보고싶으니 그냥딱300원만더올라라,뭔가 코스피빨간불보고싶으니 그냥딱300원만더올라라,뭔가 코스피빨간불보고싶으니 그냥딱300원만더올라라,2024-08-13T14:21:40+09:00,0.1737,0.1543,0.672,2
ㅋ,,ㅋ,2024-03-25T19:16:47+09:00,0.0308,0.9553,0.0139,1
우왕,우왕,우왕,2023-09-04T09:50:43+09:00,0.0376,0.9415,0.021,1
마지막 추 미 애!,마지막 추 미 애,마지막 추 미 애!,2025-02-05T12:42:31+09:00,0.158,0.7424,0.0995,1
이야,이야,이야,2024-10-24T16:00:23+09:00,0.0282,0.9571,0.0147,1
"오르면 재밌거든요~~
무조건 오른다",오르면 재밌거든요 무조건 오른다,오르면 재밌거든요 무조건 오른다,2024-08-29T17:58:11+09:00,0.1302,0.3217,0.548,2
재용아 언능 젠슨 형한테 빌어라,재용아 언능 젠슨 형한테 빌어라,재용아 언능 젠슨 형한테 빌어라,2024-12-03T15:07:51+09:00,0.0481,0.9215,0.0304,1
안사길 잘했네 휴우~ㅋㅋ,안사길 잘했네 휴우,안사길 잘했네 휴우ㅋㅋ,2024-11-02T14:05:58+09:00,0.0778,0.8858,0.0364,1
🤔,,,2025-02-27T09:37:15+09:00,0.0365,0.9481,0.0154,1
798에서 어떻게 되나 보자,798에서 어떻게 되나 보자,798에서 어떻게 되나 보자,2024-03-21T14:51:59+09:00,0.0563,0.8928,0.0509,1
"오오 
던질까그냥",오오 던질까그냥,오오 던질까그냥,2025-02-21T11:56:21+09:00,0.0532,0.9279,0.019,1
"2억 + 3500만 추매
5일,20일,60일 일봉,주봉 단기 상승 예상",2억 3500만 추매 5일20일60일 일봉주봉 단기 상승 예상,"2억 3500만 추매 5일,20일,60일 일봉,주봉 단기 상승 예상",2025-01-24T12:14:22+09:00,0.4283,0.1809,0.3908,0
뭔 무거워서 올라가질 않네,뭔 무거워서 올라가질 않네,뭔 무거워서 올라가질 않네,2025-03-05T11:19:21+09:00,0.1522,0.7099,0.1379,1
기관 계속 던져서 못올라감,기관 계속 던져서 못올라감,기관 계속 던져서 못올라감,2024-11-18T10:21:34+09:00,0.3741,0.3042,0.3217,0
자 4만전자 갑니다 빨리 탑승 하세요,자 4만전자 갑니다 빨리 탑승 하세요,자 4만전자 갑니다 빨리 탑승 하세요,2024-11-14T09:49:34+09:00,0.0533,0.1332,0.8135,2
"삼전이 왜 이렇게 빠지나요?
잘 몰라서요~",삼전이 왜 이렇게 빠지나요 잘 몰라서요,삼전이 왜 이렇게 빠지나요? 잘 몰라서요,2024-04-23T15:20:03+09:00,0.1172,0.8222,0.0606,1
장초에 저점잡은거 아니면 차라리 장후반이나 종가까지 지켜보고 진입하는게 나을거같네요,장초에 저점잡은거 아니면 차라리 장후반이나 종가까지 지켜보고 진입하는게 나을거같네요,장초에 저점잡은거 아니면 차라리 장후반이나 종가까지 지켜보고 진입하는게 나을거같네요,2025-01-31T09:37:51+09:00,0.1686,0.6296,0.2018,1
10만전자 넘어 100만전자 갈떼까지 홀딩,10만전자 넘어 100만전자 갈떼까지 홀딩,10만전자 넘어 100만전자 갈떼까지 홀딩,2024-03-29T12:09:20+09:00,0.0633,0.8459,0.0908,1
진짜욕나옴 주가부양못하면 특별배당금이라도 주던지 재용아 뭐하니. 어리버리하네,진짜욕나옴 주가부양못하면 특별배당금이라도 주던지 재용아 뭐하니 어리버리하네,진짜욕나옴 주가부양못하면 특별배당금이라도 주던지 재용아 뭐하니. 어리버리하네,2025-01-24T10:38:06+09:00,0.211,0.69,0.099,1
올라가자. 제발,올라가자 제발,올라가자. 제발,2024-10-29T13:44:50+09:00,0.0481,0.139,0.8129,2
"Hbm통과,납품나와야 상승",Hbm통과납품나와야 상승,"Hbm통과,납품나와야 상승",2024-09-26T10:31:44+09:00,0.2238,0.4661,0.3101,1
당연한건디 왜들 호들갑? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 걍 명분이 생긴것뿐 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 냠냠,당연한건디 왜들 호들갑 걍 명분이 생긴것뿐 냠냠,당연한건디 왜들 호들갑? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 걍 명분이 생긴것뿐 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 냠냠,2024-11-15T05:58:28+09:00,0.071,0.8287,0.1003,1
"삼전주주와의 싸움이네
백만대군을 넘으면 백오십만대군이 기다리고",삼전주주와의 싸움이네 백만대군을 넘으면 백오십만대군이 기다리고,삼전주주와의 싸움이네 백만대군을 넘으면 백오십만대군이 기다리고,2024-03-29T13:29:23+09:00,0.1161,0.6335,0.2504,1
3만 5천원에 입 벌리고있는다,3만 5천원에 입 벌리고있는다,3만 5천원에 입 벌리고있는다,2024-11-13T14:51:25+09:00,0.0799,0.8833,0.0367,1
8만은 꿈속에서나 ㅋㅋㅋ,8만은 꿈속에서나,8만은 꿈속에서나 ㅋㅋㅋ,2024-06-07T09:47:48+09:00,0.0388,0.9403,0.0209,1
영차영차,영차영차,영차영차,2024-09-26T11:26:30+09:00,0.0538,0.4161,0.5301,2
8만깨지면 aㅏ가리 벌리고있는 개미들 많은거보니 7만중반까지 내려가겄다,8만깨지면 a가리 벌리고있는 개미들 많은거보니 7만중반까지 내려가겄다,8만깨지면 aㅏ가리 벌리고있는 개미들 많은거보니 7만중반까지 내려가겄다,2024-04-16T09:52:45+09:00,0.2809,0.2588,0.4603,2
삼성 미래 없는거 아님?,삼성 미래 없는거 아님,삼성 미래 없는거 아님?,2024-12-11T22:27:10+09:00,0.0697,0.9047,0.0256,1
갑자기 엄청파네,갑자기 엄청파네,갑자기 엄청파네,2024-11-19T12:48:59+09:00,0.169,0.7606,0.0703,1
"이제 얼추 바닥 잡히는거 같네
75000원쯤에서 바닥 잡히고 횡보갈듯",이제 얼추 바닥 잡히는거 같네 75000원쯤에서 바닥 잡히고 횡보갈듯,이제 얼추 바닥 잡히는거 같네 75000원쯤에서 바닥 잡히고 횡보갈듯,2024-04-23T16:06:35+09:00,0.3199,0.3101,0.37,2
"얼마나 데여야 깨닫는지,,
국민주가아니라 개찌끄레기똥잡주가 됐는데
이제 다 매도하고 다른종목 알아보시죠",얼마나 데여야 깨닫는지 국민주가아니라 개찌끄레기똥잡주가 됐는데 이제 다 매도하고 다른종목 알아보시죠,"얼마나 데여야 깨닫는지,, 국민주가아니라 개찌끄레기똥잡주가 됐는데 이제 다 매도하고 다른종목 알아보시죠",2025-01-14T10:10:01+09:00,0.4825,0.3303,0.1871,0
삼성망하자~,삼성망하자,삼성망하자,2024-12-12T08:40:49+09:00,0.1703,0.3718,0.4579,2
"1분전

대기대기",1분전 대기대기,1분전 대기대기,2025-02-28T08:59:23+09:00,0.0713,0.8184,0.1102,1
SOS 모스부호여?,SOS 모스부호여,SOS 모스부호여?,2024-09-12T09:52:25+09:00,0.0394,0.9321,0.0285,1
기계적으로 투자하는 법인들 퇴직연금??,기계적으로 투자하는 법인들 퇴직연금,기계적으로 투자하는 법인들 퇴직연금??,2024-01-15T08:11:35+09:00,0.1134,0.8531,0.0334,1
개미한마리나마있서요,개미한마리나마있서요,개미한마리나마있서요,2024-10-29T13:19:34+09:00,0.0808,0.8923,0.0269,1
믿고 있지 않았다구!,믿고 있지 않았다구,믿고 있지 않았다구!,2024-02-29T09:20:30+09:00,0.0664,0.9062,0.0274,1
이제 한 이주정도 기다리면 어느정도 복구 다 되어있겠쥬 하앍,이제 한 이주정도 기다리면 어느정도 복구 다 되어있겠쥬 하앍,이제 한 이주정도 기다리면 어느정도 복구 다 되어있겠쥬 하앍,2024-10-23T13:41:51+09:00,0.0795,0.8607,0.0598,1
런,런,런,2024-06-18T10:12:38+09:00,0.0468,0.94,0.0132,1
"아 물탓는데 또 물렷다..
아들아 미안해...아빠가 손절은 안칠게...",아 물탓는데 또 물렷다 아들아 미안해아빠가 손절은 안칠게,아 물탓는데 또 물렷다.. 아들아 미안해...아빠가 손절은 안칠게...,2024-11-07T09:15:18+09:00,0.1421,0.7808,0.0771,1
개미대동회 뭐 그런건가 ㄷㄷ,개미대동회 뭐 그런건가,개미대동회 뭐 그런건가 ㄷㄷ,2024-10-23T09:38:18+09:00,0.1437,0.7669,0.0894,1
화이팅,화이팅,화이팅,2024-04-29T11:32:07+09:00,0.0219,0.9288,0.0493,1
"며칠전부터  노무라, 골드만, 씨티, 오늘 JP모간까지 들어오는거보면 뭐 있나??? 
JP모건은 평단 59000으로 계속 매집하는데 
?? 아시는분?

진짜 정치테마인가;;",며칠전부터 노무라 골드만 씨티 오늘 JP모간까지 들어오는거보면 뭐 있나 JP모건은 평단 59000으로 계속 매집하는데 아시는분 진짜 정치테마인가,"며칠전부터 노무라, 골드만, 씨티, 오늘 JP모간까지 들어오는거보면 뭐 있나??? JP모건은 평단 59000으로 계속 매집하는데 ?? 아시는분? 진짜 정치테마인가",2025-03-19T10:27:43+09:00,0.2351,0.5217,0.2433,1
"삼성은 계속 안좋은 뉴스만 나오니..지금 -35%,공포가 밀려오네..내 마눌, 아들 타격이 크네요..",삼성은 계속 안좋은 뉴스만 나오니지금 35공포가 밀려오네내 마눌 아들 타격이 크네요,"삼성은 계속 안좋은 뉴스만 나오니..지금 35,공포가 밀려오네..내 마눌, 아들 타격이 크네요..",2024-12-03T06:28:49+09:00,0.2235,0.5917,0.1848,1
대호재같은데?,대호재같은데,대호재같은데?,2025-01-09T08:52:03+09:00,0.0858,0.8036,0.1106,1
판다안판다!,판다안판다,판다안판다!,2024-04-01T09:11:41+09:00,0.1377,0.8103,0.052,1
오늘 매도벽 좀 녹였으니 내일 뚫어줭,오늘 매도벽 좀 녹였으니 내일 뚫어줭,오늘 매도벽 좀 녹였으니 내일 뚫어줭,2025-03-19T15:10:09+09:00,0.3371,0.3117,0.3512,2
다팔고 닉스로 넘어 오세요,다팔고 닉스로 넘어 오세요,다팔고 닉스로 넘어 오세요,2024-06-14T09:30:44+09:00,0.28,0.3448,0.3752,2
이럴줄 알았다,이럴줄 알았다,이럴줄 알았다,2024-11-08T14:57:27+09:00,0.0679,0.9052,0.027,1
오!!!,오,오!!!,2024-04-01T10:07:46+09:00,0.0203,0.9211,0.0585,1
"넌
모냐,",넌 모냐,"넌 모냐,",2025-02-12T09:08:52+09:00,0.0432,0.9421,0.0146,1
참나,참나,참나,2024-12-05T16:21:12+09:00,0.0341,0.9521,0.0137,1
바겐세일이당,바겐세일이당,바겐세일이당,2023-09-19T13:53:22+09:00,0.0391,0.8951,0.0658,1
바글바글,바글바글,바글바글,2024-10-08T09:01:08+09:00,0.0689,0.8994,0.0317,1
고만내려가라 후회하고잇다,고만내려가라 후회하고잇다,고만내려가라 후회하고잇다,2024-11-12T12:18:46+09:00,0.2787,0.5903,0.131,1
다시 사만전자로 가는가?? 이젠 가면 큰일나 대기 개미군단이 너무 많아 코인이. 작살 났거등 거기서 다 넘아온다 ㅋㅋ,다시 사만전자로 가는가 이젠 가면 큰일나 대기 개미군단이 너무 많아 코인이 작살 났거등 거기서 다 넘아온다,다시 사만전자로 가는가?? 이젠 가면 큰일나 대기 개미군단이 너무 많아 코인이. 작살 났거등 거기서 다 넘아온다 ㅋㅋ,2025-02-28T16:15:31+09:00,0.2708,0.4005,0.3287,1
86층 가는 길에 잠깐 휴식,86층 가는 길에 잠깐 휴식,86층 가는 길에 잠깐 휴식,2024-04-03T09:40:32+09:00,0.0801,0.8331,0.0868,1
"아무리 주가가 내려도 천민들끼리 거래하는 주식
대주주 귀족들은 자기들끼리 실제 밸류로 거래하는데 누가 삼?",아무리 주가가 내려도 천민들끼리 거래하는 주식 대주주 귀족들은 자기들끼리 실제 밸류로 거래하는데 누가 삼,아무리 주가가 내려도 천민들끼리 거래하는 주식 대주주 귀족들은 자기들끼리 실제 밸류로 거래하는데 누가 삼?,2024-10-10T11:00:09+09:00,0.3075,0.4563,0.2362,1
